orient	plane_conv_name	i	b_conv_name	j	plane	b	phi(orient_vs_plane)	lambda(orient_vs_b)	Schmid	b_norm	GSF_barrier	GSF_shift	abs(Schmid)	m/b2	m/(b2*GSF)
[1, 0, -1, 1.0808928571428573]	prismatic_a	3	b+c	3	-2 1 1 0	0 -1 1 1	127.8	77.3	-0.13502265899928992	7.666289209258936	N/A	N/A	0.135	0.0023	N/A
[1, 0, -1, 1.0808928571428573]	prismatic_a	3	b+c	4	-2 1 1 0	0 -1 1 -1	127.8	137.7	0.45300739319142763	7.666289209258936	N/A	N/A	0.453	0.0077	N/A
[1, 0, -1, 1.0808928571428573]	prismatic_a	3	\frac{b+c}{2}_{part}	3	-2 1 1 0	0 -1 1 1	127.8	77.3	-0.13502265899928992	3.833144604629468	N/A	N/A	0.135	0.0092	N/A
[1, 0, -1, 1.0808928571428573]	prismatic_a	3	\frac{b+c}{2}_{part}	4	-2 1 1 0	0 -1 1 -1	127.8	137.7	0.45300739319142763	3.833144604629468	N/A	N/A	0.453	0.0308	N/A
[1, 0, -1, 1.0808928571428573]	prismatic_a	3	\frac{b}{2}+c	3	-2 1 1 0	0 -1 1 2	127.8	63.0	-0.27792186400506397	11.834718320264324	N/A	N/A	0.278	0.0020	N/A
[1, 0, -1, 1.0808928571428573]	prismatic_a	3	\frac{b}{2}+c	4	-2 1 1 0	0 -1 1 -2	127.8	142.2	0.48390589088871766	11.834718320264324	N/A	N/A	0.484	0.0035	N/A
[1, 0, -1, 1.0808928571428573]	prismatic_a	3	3 0 -3 2	5	-2 1 1 0	0 3 -3 2	127.8	47.8	-0.4116077898378653	19.836001773542975	N/A	N/A	0.412	0.0010	N/A
[1, 0, -1, 1.0808928571428573]	prismatic_a	3	3 0 -3 2	6	-2 1 1 0	0 3 -3 -2	127.8	94.0	0.04292014334864786	19.836001773542975	N/A	N/A	0.043	0.0001	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalIV	1	b	1	-1 2 -1 2	-1 0 1 0	68.0	135.0	-0.2647665093172362	5.6281258941143095	2626.0	-0.2	0.265	0.0084	0.000003
[1, 0, -1, 1.0808928571428573]	pyramidalIV	1	a+c	2	-1 2 -1 2	-1 2 -1 -3	68.0	126.9	-0.22453290558732258	6.1363498531293015	1380.2	0.6	0.225	0.0060	0.000004
[1, 0, -1, 1.0808928571428573]	pyramidalIV	1	a+c_{part}	2	-1 2 -1 2	-1 2 -1 -3	68.0	126.9	-0.22453290558732258	3.0681749265646507	N/A	N/A	0.225	0.0239	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalIV	2	b	1	-1 2 -1 -2	-1 0 1 0	112.0	135.0	0.2647665093172362	5.6281258941143095	2626.0	-0.2	0.265	0.0084	0.000003
[1, 0, -1, 1.0808928571428573]	pyramidalIV	2	a+c	1	-1 2 -1 -2	-1 2 -1 3	112.0	53.1	-0.22453290558732258	6.1363498531293015	1380.2	0.6	0.225	0.0060	0.000004
[1, 0, -1, 1.0808928571428573]	pyramidalIV	2	a+c_{part}	1	-1 2 -1 -2	-1 2 -1 3	112.0	53.1	-0.22453290558732258	3.0681749265646507	N/A	N/A	0.225	0.0239	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalIV	3	b	3	-1 -1 2 2	-1 1 0 0	98.3	110.7	0.051330497036182865	5.6281258941143095	2626.0	-0.2	0.051	0.0016	0.000001
[1, 0, -1, 1.0808928571428573]	pyramidalIV	3	a+c	4	-1 -1 2 2	-1 -1 2 -3	98.3	157.5	0.13413996093583583	6.1363498531293015	1380.2	0.6	0.134	0.0036	0.000003
[1, 0, -1, 1.0808928571428573]	pyramidalIV	3	a+c_{part}	4	-1 -1 2 2	-1 -1 2 -3	98.3	157.5	0.13413996093583583	3.0681749265646507	N/A	N/A	0.134	0.0142	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalIV	4	b	3	-1 -1 2 -2	-1 1 0 0	153.4	110.7	0.3160970063534191	5.6281258941143095	2626.0	-0.2	0.316	0.0100	0.000004
[1, 0, -1, 1.0808928571428573]	pyramidalIV	4	a+c	3	-1 -1 2 -2	-1 -1 2 3	153.4	74.0	-0.24620930099376398	6.1363498531293015	1380.2	0.6	0.246	0.0065	0.000005
[1, 0, -1, 1.0808928571428573]	pyramidalIV	4	a+c_{part}	3	-1 -1 2 -2	-1 -1 2 3	153.4	74.0	-0.24620930099376398	3.0681749265646507	N/A	N/A	0.246	0.0262	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalIV	5	b	2	-2 1 1 2	0 -1 1 0	98.3	110.7	0.051330497036182865	5.6281258941143095	2626.0	-0.2	0.051	0.0016	0.000001
[1, 0, -1, 1.0808928571428573]	pyramidalIV	5	a+c	6	-2 1 1 2	-2 1 1 -3	98.3	157.5	0.13413996093583583	6.1363498531293015	1380.2	0.6	0.134	0.0036	0.000003
[1, 0, -1, 1.0808928571428573]	pyramidalIV	5	a+c_{part}	6	-2 1 1 2	-2 1 1 -3	98.3	157.5	0.13413996093583583	3.0681749265646507	N/A	N/A	0.134	0.0142	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalIV	6	b	2	-2 1 1 -2	0 -1 1 0	153.4	110.7	0.3160970063534191	5.6281258941143095	2626.0	-0.2	0.316	0.0100	0.000004
[1, 0, -1, 1.0808928571428573]	pyramidalIV	6	a+c	5	-2 1 1 -2	-2 1 1 3	153.4	74.0	-0.24620930099376398	6.1363498531293015	1380.2	0.6	0.246	0.0065	0.000005
[1, 0, -1, 1.0808928571428573]	pyramidalIV	6	a+c_{part}	5	-2 1 1 -2	-2 1 1 3	153.4	74.0	-0.24620930099376398	3.0681749265646507	N/A	N/A	0.246	0.0262	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	1	b+c	4	-1 0 1 1	0 -1 1 -1	106.6	137.7	0.21146426222914366	7.666289209258936	N/A	N/A	0.211	0.0036	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	1	b+c	6	-1 0 1 1	-1 1 0 -1	106.6	137.7	0.21146426222914366	7.666289209258936	N/A	N/A	0.211	0.0036	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	1	\frac{b+c}{2}_{part}	4	-1 0 1 1	0 -1 1 -1	106.6	137.7	0.21146426222914366	6.136349853129302	N/A	N/A	0.211	0.0056	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	1	\frac{b+c}{2}_{part}	6	-1 0 1 1	-1 1 0 -1	106.6	137.7	0.21146426222914366	6.136349853129302	N/A	N/A	0.211	0.0056	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	1	\frac{b}{2}+c	2	-1 0 1 1	-1 0 1 -2	106.6	163.4	0.27396447431525484	11.834718320264324	N/A	N/A	0.274	0.0020	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	1	a+c	4	-1 0 1 1	-1 -1 2 -3	106.6	157.5	0.2641873801926095	6.1363498531293015	N/A	N/A	0.264	0.0070	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	1	a+c	6	-1 0 1 1	-2 1 1 -3	106.6	157.5	0.2641873801926095	6.1363498531293015	N/A	N/A	0.264	0.0070	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	1	5 -1 -4 3	6	-1 0 1 1	1 -5 4 -3	106.6	124.3	0.16130497122941384	10.050193614055402	N/A	N/A	0.161	0.0016	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	1	5 -1 -4 3	9	-1 0 1 1	4 -5 1 3	106.6	55.7	-0.16130497122941384	10.050193614055404	N/A	N/A	0.161	0.0016	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	2	b+c	3	-1 0 1 -1	0 -1 1 1	163.4	77.3	-0.21127533643872973	7.666289209258936	N/A	N/A	0.211	0.0036	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	2	b+c	5	-1 0 1 -1	-1 1 0 1	163.4	77.3	-0.21127533643872973	7.666289209258936	N/A	N/A	0.211	0.0036	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	2	\frac{b+c}{2}_{part}	3	-1 0 1 -1	0 -1 1 1	163.4	77.3	-0.21127533643872973	6.136349853129302	N/A	N/A	0.211	0.0056	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	2	\frac{b+c}{2}_{part}	5	-1 0 1 -1	-1 1 0 1	163.4	77.3	-0.21127533643872973	6.136349853129302	N/A	N/A	0.211	0.0056	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	2	\frac{b}{2}+c	1	-1 0 1 -1	-1 0 1 2	163.4	73.4	-0.27371970979766375	11.834718320264324	N/A	N/A	0.274	0.0020	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	2	a+c	3	-1 0 1 -1	-1 -1 2 3	163.4	74.0	-0.2639513506464354	6.1363498531293015	N/A	N/A	0.264	0.0070	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	2	a+c	5	-1 0 1 -1	-2 1 1 3	163.4	74.0	-0.2639513506464354	6.1363498531293015	N/A	N/A	0.264	0.0070	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	2	5 -1 -4 3	5	-1 0 1 -1	1 -5 4 3	163.4	80.3	-0.16116085861263246	10.050193614055402	N/A	N/A	0.161	0.0016	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	2	5 -1 -4 3	10	-1 0 1 -1	4 -5 1 -3	163.4	99.7	0.16116085861263246	10.050193614055404	N/A	N/A	0.161	0.0016	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	3	a	3	0 -1 1 1	-2 1 1 0	88.6	127.8	-0.01541111362653862	3.2494	1321.0	1.3	0.015	0.0015	0.000001
[1, 0, -1, 1.0808928571428573]	pyramidalI	3	b+c	2	0 -1 1 1	-1 0 1 -1	88.6	177.8	-0.025143572067101504	7.666289209258936	N/A	N/A	0.025	0.0004	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	3	b+c	5	0 -1 1 1	-1 1 0 1	88.6	77.3	0.005547309292483196	7.666289209258936	N/A	N/A	0.006	0.0001	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	3	\frac{b+c}{2}_{part}	2	0 -1 1 1	-1 0 1 -1	88.6	177.8	-0.025143572067101504	6.136349853129302	N/A	N/A	0.025	0.0007	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	3	\frac{b+c}{2}_{part}	5	0 -1 1 1	-1 1 0 1	88.6	77.3	0.005547309292483196	6.136349853129302	N/A	N/A	0.006	0.0001	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	3	\frac{b}{2}+c	4	0 -1 1 1	0 -1 1 -2	88.6	142.2	-0.019880927135559227	11.834718320264324	N/A	N/A	0.020	0.0001	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	3	a+c	1	0 -1 1 1	-1 2 -1 3	88.6	53.1	0.015091080560852446	6.1363498531293015	N/A	N/A	0.015	0.0004	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	3	a+c	4	0 -1 1 1	-1 -1 2 -3	88.6	157.5	-0.023251774428750375	6.1363498531293015	N/A	N/A	0.023	0.0006	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	3	5 -1 -4 3	7	0 -1 1 1	5 -1 -4 3	88.6	16.2	0.02416219798098493	10.050193614055402	N/A	N/A	0.024	0.0002	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	3	5 -1 -4 3	12	0 -1 1 1	5 -4 -1 -3	88.6	88.3	0.0007511890366188131	10.050193614055404	N/A	N/A	0.001	0.0000	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	4	a	3	0 -1 1 -1	-2 1 1 0	130.3	127.8	0.3964364402631769	3.2494	1321.0	1.3	0.396	0.0375	0.000028
[1, 0, -1, 1.0808928571428573]	pyramidalI	4	b+c	1	0 -1 1 -1	-1 0 1 1	130.3	92.2	0.025332497883474966	7.666289209258936	N/A	N/A	0.025	0.0004	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	4	b+c	6	0 -1 1 -1	-1 1 0 -1	130.3	137.7	0.4787629779589385	7.666289209258936	N/A	N/A	0.479	0.0081	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	4	\frac{b+c}{2}_{part}	1	0 -1 1 -1	-1 0 1 1	130.3	92.2	0.025332497883474966	6.136349853129302	N/A	N/A	0.025	0.0007	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	4	\frac{b+c}{2}_{part}	6	0 -1 1 -1	-1 1 0 -1	130.3	137.7	0.4787629779589385	6.136349853129302	N/A	N/A	0.479	0.0127	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	4	\frac{b}{2}+c	3	0 -1 1 -1	0 -1 1 2	130.3	63.0	-0.29372301920630434	11.834718320264324	N/A	N/A	0.294	0.0021	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	4	a+c	2	0 -1 1 -1	-1 2 -1 -3	130.3	126.9	0.38820388988416615	6.1363498531293015	N/A	N/A	0.388	0.0103	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	4	a+c	3	0 -1 1 -1	-1 -1 2 3	130.3	74.0	-0.17827769600445592	6.1363498531293015	N/A	N/A	0.178	0.0047	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	4	5 -1 -4 3	8	0 -1 1 -1	5 -1 -4 -3	130.3	76.8	-0.1474983349652616	10.050193614055402	N/A	N/A	0.147	0.0015	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	4	5 -1 -4 3	11	0 -1 1 -1	5 -4 -1 3	130.3	40.3	-0.49337517375718654	10.050193614055404	N/A	N/A	0.493	0.0049	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	5	a	2	-1 1 0 1	-1 -1 2 0	88.6	127.8	-0.01541111362653862	3.2494	1321.0	1.3	0.015	0.0015	0.000001
[1, 0, -1, 1.0808928571428573]	pyramidalI	5	b+c	2	-1 1 0 1	-1 0 1 -1	88.6	177.8	-0.025143572067101504	7.666289209258936	N/A	N/A	0.025	0.0004	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	5	b+c	3	-1 1 0 1	0 -1 1 1	88.6	77.3	0.005547309292483196	7.666289209258936	N/A	N/A	0.006	0.0001	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	5	\frac{b+c}{2}_{part}	2	-1 1 0 1	-1 0 1 -1	88.6	177.8	-0.025143572067101504	6.136349853129302	N/A	N/A	0.025	0.0007	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	5	\frac{b+c}{2}_{part}	3	-1 1 0 1	0 -1 1 1	88.6	77.3	0.005547309292483196	6.136349853129302	N/A	N/A	0.006	0.0001	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	5	\frac{b}{2}+c	6	-1 1 0 1	-1 1 0 -2	88.6	142.2	-0.019880927135559227	11.834718320264324	N/A	N/A	0.020	0.0001	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	5	a+c	2	-1 1 0 1	-1 2 -1 -3	88.6	126.9	-0.015091080560852446	6.1363498531293015	N/A	N/A	0.015	0.0004	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	5	a+c	6	-1 1 0 1	-2 1 1 -3	88.6	157.5	-0.023251774428750375	6.1363498531293015	N/A	N/A	0.023	0.0006	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	5	5 -1 -4 3	1	-1 1 0 1	4 1 -5 3	88.6	16.2	0.02416219798098493	10.050193614055404	N/A	N/A	0.024	0.0002	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	5	5 -1 -4 3	3	-1 1 0 1	-1 -4 5 3	88.6	91.7	-0.0007511890366188131	10.050193614055404	N/A	N/A	0.001	0.0000	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	6	a	2	-1 1 0 -1	-1 -1 2 0	130.3	127.8	0.3964364402631769	3.2494	1321.0	1.3	0.396	0.0375	0.000028
[1, 0, -1, 1.0808928571428573]	pyramidalI	6	b+c	1	-1 1 0 -1	-1 0 1 1	130.3	92.2	0.025332497883474966	7.666289209258936	N/A	N/A	0.025	0.0004	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	6	b+c	4	-1 1 0 -1	0 -1 1 -1	130.3	137.7	0.4787629779589385	7.666289209258936	N/A	N/A	0.479	0.0081	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	6	\frac{b+c}{2}_{part}	1	-1 1 0 -1	-1 0 1 1	130.3	92.2	0.025332497883474966	6.136349853129302	N/A	N/A	0.025	0.0007	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	6	\frac{b+c}{2}_{part}	4	-1 1 0 -1	0 -1 1 -1	130.3	137.7	0.4787629779589385	6.136349853129302	N/A	N/A	0.479	0.0127	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	6	\frac{b}{2}+c	5	-1 1 0 -1	-1 1 0 2	130.3	63.0	-0.29372301920630434	11.834718320264324	N/A	N/A	0.294	0.0021	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	6	a+c	1	-1 1 0 -1	-1 2 -1 3	130.3	53.1	-0.38820388988416615	6.1363498531293015	N/A	N/A	0.388	0.0103	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	6	a+c	5	-1 1 0 -1	-2 1 1 3	130.3	74.0	-0.17827769600445592	6.1363498531293015	N/A	N/A	0.178	0.0047	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	6	5 -1 -4 3	2	-1 1 0 -1	4 1 -5 -3	130.3	76.8	-0.1474983349652616	10.050193614055404	N/A	N/A	0.147	0.0015	N/A
[1, 0, -1, 1.0808928571428573]	pyramidalI	6	5 -1 -4 3	4	-1 1 0 -1	-1 -4 5 -3	130.3	139.7	0.49337517375718654	10.050193614055404	N/A	N/A	0.493	0.0049	N/A
